,Name,ID Num,Item Slot,Armor,Strength,Agility,Stamina,Crit,Hit,Attack Power,Haste,Armor Pen,Expertise,Defense,Dodge,Parry,Socket Bonus Type,Socket Bonus Amount,Wep Type,Wep Min Damage,Wep Max Damage,Wep Speed,Phase,Heroic
755,Herkuml War Token,50355,Trinket,0,0,0,0,0,0,0,153,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
756,Corroded Skeleton Key,50356,Trinket,0,0,0,228,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
757,Sindragosa's Flawless Fang,50361,Trinket,0,0,0,228,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
758,Deathbringer's Will,50362,Trinket,0,0,0,0,0,0,0,0,155,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
759,Deathbringer's Will,50363,Trinket,0,0,0,0,0,0,0,0,167,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,True
760,Sindragosa's Flawless Fang,50364,Trinket,0,0,0,258,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,True
761,Scourgeborne Waraxe,50411,One-Hand,0,0,69,69,46,0,93,0,46,0,0,0,0,Stamina,0,Axe,238,442,1.50,4,False
762,Bloodvenom Blade,50412,One-Hand,0,0,69,69,0,46,93,0,46,0,0,0,0,Stamina,0,Sword,412,766,2.60,4,False
763,Nerub'ar Stalker\'s Cord,50413,Waist,831,0,104,95,64,0,161,0,63,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
764,Might of Blight,50414,Finger,0,95,0,103,60,0,0,0,52,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
765,"Bryntroll, the Bone Arbiter",50415,Two-Hand,0,169,0,161,0,0,0,0,0,0,0,0,0,Strength,6,Axe,801,"1,203",3.40,4,False
766,Sindragosa's Cruel Claw,50421,Neck,0,0,90,90,0,0,105,52,60,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
767,"Oathbinder, Charge of the Ranger-General",50425,Two-Hand,0,0,157,173,99,0,231,0,115,0,0,0,0,Agility,6,Polearm,895,"1,344",3.60,4,False
768,Harbinger's Bone Band,50447,Finger,0,69,0,124,0,38,0,0,0,0,60,60,0,Stamina,6,Non-Wep,0,0,0,4,False
769,Wodin's Lucky Necklace,50452,Neck,0,0,90,90,69,38,105,0,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
770,Ring of Rotting Sinew,50453,Finger,0,95,0,103,69,38,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
771,Sigil of the Hanged Man,50459,Relic,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
772,Sigil of the Bone Gryphon,50462,Relic,0,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
773,Sentinel's Winter Cloak,50466,Back,737,90,0,124,0,0,0,0,0,0,48,48,0,Stamina,6,Non-Wep,0,0,0,4,False
774,Might of the Ocean Serpent,50467,Back,177,95,0,103,0,0,0,0,65,45,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
775,Recovered Scarlet Onslaught Cape,50470,Back,177,0,90,90,60,0,105,0,52,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
776,Cryptmaker,50603,Two-Hand,0,185,0,209,0,99,0,0,115,0,0,0,0,Strength,8,Mace,938,"1,407",3.60,4,True
777,Band of the Bone Colossus,50604,Finger,0,0,102,102,0,62,120,65,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
778,Snowserpent Mail Helm,50605,Head,1253,0,167,144,114,80,228,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
779,Gendarme's Cuirass,50606,Chest,2756,185,0,209,114,106,0,0,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,True
780,Frostbitten Fur Boots,50607,Feet,477,0,120,136,90,0,181,0,74,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
781,Bracers of Dark Reckoning,50611,Wrist,1206,102,0,141,0,0,0,0,0,0,54,54,46,Stamina,6,Non-Wep,0,0,0,4,True
782,Legguards of Lost Hope,50612,Legs,2412,139,0,239,0,85,0,0,0,0,106,122,0,Stamina,12,Non-Wep,0,0,0,4,True
783,Frostbrood Sapphire Ring,50618,Finger,0,0,102,102,60,0,120,0,68,0,0,0,0,Critical Strike Rating,4,Non-Wep,0,0,0,4,True
784,Anub'ar Stalker\'s Gloves,50619,Hands,964,0,128,107,90,0,149,63,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
785,Coldwraith Links,50620,Waist,1550,139,0,155,85,0,0,0,78,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
786,Devium's Eternally Cold Ring,50622,Finger,756,102,0,141,0,0,0,0,0,0,54,46,0,Stamina,6,Non-Wep,0,0,0,4,True
787,Scourge Reaver's Legplates,50624,Legs,2412,185,0,209,122,0,0,98,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,True
788,Grinning Skull Greatboots,50625,Feet,1895,103,0,180,0,0,0,0,0,61,90,82,0,Stamina,9,Non-Wep,0,0,0,4,True
789,Noose of Malachite,50627,Neck,0,78,0,141,0,52,0,0,0,0,68,60,0,Stamina,6,Non-Wep,0,0,0,4,True
790,Sindragosa's Cruel Claw,50633,Neck,0,0,102,102,0,0,120,60,68,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
791,Blood-Soaked Saronite Stompers,50639,Feet,1895,139,0,155,90,0,0,0,74,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
792,Broken Ram Skull Helm,50640,Head,2239,139,0,239,0,85,0,0,0,0,122,106,0,Stamina,12,Non-Wep,0,0,0,4,True
793,Juggernaut Band,50642,Finger,0,102,0,141,0,0,0,0,0,0,47,50,54,Stamina,6,Non-Wep,0,0,0,4,True
794,Leggings of Northern Lights,50645,Legs,1349,0,167,144,106,0,228,0,88,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
795,Cultist's Bloodsoaked Spaulders,50646,Shoulder,521,0,128,136,90,0,165,74,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
796,Ahn'kahar Onyx Neckguard,50647,Neck,0,108,0,116,68,60,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
797,Shadowvault Slayer's Cloak,50653,Back,185,0,102,102,60,0,120,68,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
798,Scourgeborne Waraxe,50654,One-Hand,0,0,78,78,52,0,88,0,44,0,0,0,0,Agility,4,Axe,263,489,1.50,4,True
799,Scourge Hunter's Vambraces,50655,Wrist,675,0,102,80,68,0,120,0,46,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
800,Ikfirus's Sack of Wonder,50656,Chest,694,0,167,183,0,114,228,0,0,106,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
801,Skeleton Lord's Circle,50657,Finger,0,108,0,116,68,0,0,0,0,60,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
802,Polar Bear Claw Bracers,50659,Wrist,1206,108,0,116,68,60,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
803,Boneguard Commander's Pauldrons,50660,Shoulder,2067,136,0,180,0,0,0,0,0,0,71,63,63,Stamina,9,Non-Wep,0,0,0,4,True
804,Toskk's Maximized Wristguards,50670,Wrist,304,0,102,102,60,0,120,0,68,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
805,Bloodvenom Blade,50672,One-Hand,0,0,70,78,0,52,104,0,44,0,0,0,0,Agility,4,Sword,456,847,2.60,4,True
806,Dual-Bladed Pauldrons,50673,Shoulder,1157,0,128,107,90,0,165,55,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
807,Raging Behemoth's Shoulderplates,50674,Shoulder,2067,139,0,155,90,74,0,0,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
808,Aldriana's Gloves of Secrecy,50675,Hands,434,0,128,136,0,0,165,74,90,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
809,Winding Sheet,50677,Back,185,108,0,116,68,0,0,60,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
810,Seal of Many Mouths,50678,Finger,0,0,102,102,68,0,120,0,0,60,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
811,Blightborne Warplate,50681,Chest,2756,139,0,239,0,69,0,0,0,0,122,122,0,Stamina,12,Non-Wep,0,0,0,4,True
812,Bile-Encrusted Medallion,50682,Neck,756,102,0,141,0,0,0,0,0,0,54,46,0,Stamina,6,Non-Wep,0,0,0,4,True
813,Nerub'ar Stalker\'s Cord,50688,Waist,867,0,120,107,74,0,181,0,71,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
814,Carapace of Forgotten Kings,50689,Chest,1542,0,175,144,114,80,212,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
815,Fleshrending Gauntlets,50690,Hands,1723,139,0,155,90,0,0,74,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
816,Belt of Broken Bones,50691,Waist,1550,136,0,180,0,0,0,0,0,0,63,63,71,Stamina,9,Non-Wep,0,0,0,4,True
817,Black Bruise,50692,Main Hand,0,0,0,78,0,0,72,0,0,0,0,0,0,Attack Power,8,Fist Weapon,521,782,2.60,4,True
818,Might of Blight,50693,Finger,0,108,0,116,68,0,0,0,60,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
819,Gangrenous Leggings,50697,Legs,608,0,167,183,122,98,228,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
820,Tiny Abomination in a Jar,50706,Trinket,0,0,0,0,0,85,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,True
821,Astrylian's Sutured Cinch,50707,Waist,391,0,120,136,90,0,181,0,74,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
822,Last Word,50708,One-Hand,0,0,0,94,0,0,0,0,0,0,0,0,0,Stamina,6,Mace,315,586,1.80,4,True
823,"Bryntroll, the Bone Arbiter",50709,Two-Hand,0,185,0,173,0,0,0,0,0,0,0,0,0,Strength,8,Axe,886,"1,329",3.40,4,True
824,Keleseth's Seducer,50710,Off Hand,0,0,78,78,0,44,88,52,0,0,0,0,0,Agility,4,Fist Weapon,456,847,2.60,4,True
825,Treads of the Wasteland,50711,Feet,1060,0,128,107,90,55,165,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
826,Landsoul's Horned Greathelm,50712,Head,2239,185,0,209,114,106,0,0,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,True
827,Geistlord's Punishment Sack,50713,Head,564,0,159,183,122,98,244,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
828,Taldaram's Plated Fists,50716,Hands,1723,136,0,180,0,0,0,0,0,0,71,55,71,Stamina,9,Non-Wep,0,0,0,4,True
829,Royal Crimson Cloak,50718,Back,185,78,0,141,0,44,0,0,0,0,68,68,0,Stamina,6,Non-Wep,0,0,0,4,True
830,Bloodfall,50727,Two-Hand,0,0,175,183,122,0,212,98,0,0,0,0,0,Attack Power,16,Polearm,886,"1,329",3.40,4,True
831,Lana'thel\'s Chain of Flagellation,50728,Neck,0,108,0,116,0,0,0,0,73,52,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
832,"Glorenzelg, High-Blade of the Silver Hand",50730,Two-Hand,0,198,0,222,122,0,0,0,0,114,0,0,0,Strength,8,Sword,991,"1,487",3.60,4,True
833,"Oathbinder, Charge of the Ranger-General",50735,Two-Hand,0,0,179,195,114,0,228,0,122,0,0,0,0,Agility,8,Polearm,991,"1,487",3.60,4,True
834,"Havoc's Call, Blade of Lordaeron Kings",50737,One-Hand,0,0,84,84,56,0,95,48,0,0,0,0,0,Agility,4,Axe,481,895,2.60,4,True
835,"Mithrios, Bronzebeard's Legacy",50738,One-Hand,0,64,0,113,0,0,0,0,0,42,56,0,48,Stamina,6,Mace,296,551,1.60,4,True
836,Bone Warden's Splitter,50759,One-Hand,0,0,62,62,0,0,82,41,41,0,0,0,0,Stamina,0,Axe,215,401,1.50,4,False
837,Bonebreaker Scepter,50760,One-Hand,0,42,0,92,0,39,0,0,0,0,36,44,0,Stamina,0,Mace,244,454,1.70,4,False
838,Citadel Enforcer's Claymore,50761,Two-Hand,0,156,0,164,76,103,0,0,0,0,0,0,0,Strength,4,Sword,727,"1,091",3.40,4,False
839,Linked Scourge Vertebrae,50762,Waist,795,0,91,84,71,40,142,0,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,4,False
840,Marrowgar's Scratching Choker,50763,Neck,0,79,0,108,0,0,0,0,0,0,30,45,42,Stamina,6,Non-Wep,0,0,0,4,False
841,Shawl of Nerubian Silk,50764,Back,169,0,72,61,0,41,122,0,0,56,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
842,Handgrips of Frost and Sleet,50777,Hands,883,0,91,84,0,55,142,0,49,0,0,0,0,Hit Rating,6,Non-Wep,0,0,0,4,False
843,Soulthief's Braided Belt,50778,Waist,358,0,91,81,76,46,162,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
844,Deathspeaker Zealot's Helm,50779,Head,2052,140,0,164,95,0,0,68,0,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,4,False
845,Chestguard of the Frigid Noose,50780,Chest,636,0,132,93,0,0,200,99,79,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
846,Ghoul Commander's Cuirass,50786,Chest,2526,144,0,179,0,0,0,0,0,0,81,42,76,Dodge Rating,8,Non-Wep,0,0,0,4,False
847,Frost Giant's Cleaver,50787,One-Hand,0,0,62,47,45,0,94,0,35,0,0,0,0,Stamina,0,Axe,374,695,2.60,4,False
848,Bone Drake's Enameled Boots,50788,Feet,1736,106,0,122,0,0,0,0,73,52,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
849,Icecrown Rampart Bracers,50789,Wrist,618,0,72,42,39,42,114,0,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
850,Abomination's Bloody Ring,50790,Finger,0,49,0,108,0,47,0,0,0,0,49,56,0,Stamina,6,Non-Wep,0,0,0,4,False
851,Saronite Gargoyle Cloak,50791,Back,169,83,0,91,32,0,0,61,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
852,Pauldrons of Lost Hope,50792,Shoulder,1060,0,107,84,0,0,112,44,62,0,0,0,0,Haste Rating,6,Non-Wep,0,0,0,4,False
853,Ramaladni's Blade of Culling,50798,Two-Hand,0,148,0,164,0,0,0,0,83,91,0,0,0,Strength,6,Axe,748,"1,123",3.50,4,False
854,Scourge Stranglers,50799,Hands,398,0,107,76,63,0,134,0,63,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
855,Hauberk of a Thousand Cuts,50800,Chest,1413,0,72,113,96,64,255,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
856,Blade-Scored Carapace,50801,Chest,2526,152,0,164,72,0,0,84,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
857,Gargoyle Spit Bracers,50802,Wrist,1735,72,0,108,0,0,0,0,0,0,42,37,0,Stamina,6,Non-Wep,0,0,0,4,False
858,Saurfang's Cold-Forged Band,50803,Finger,0,0,72,70,0,0,114,45,53,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,4,False
859,Deathforged Legplates,50808,Legs,2210,109,0,179,0,0,0,0,0,49,96,96,0,Stamina,12,Non-Wep,0,0,0,4,False
860,Gutbuster,50810,One-Hand,0,0,47,47,42,39,123,0,0,0,0,0,0,Stamina,0,Mace,374,695,2.60,4,False
861,Festering Fingerguards,50811,Hands,1579,106,0,122,0,71,0,0,0,55,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
862,Taldron's Long Neglected Boots,50812,Feet,972,0,91,84,33,0,153,0,62,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
863,Precious's Putrid Collar,50852,Neck,0,0,72,64,0,55,119,43,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
864,Scourgelord Pauldrons,50853,Shoulder,1894,107,0,148,0,0,0,0,0,0,56,48,56,Stamina,6,Non-Wep,0,0,0,4,False
865,Scourgelord Legguards,50854,Legs,2210,109,0,191,0,0,0,0,0,73,96,80,0,Stamina,9,Non-Wep,0,0,0,4,False
866,Scourgelord Faceguard,50855,Head,2052,144,0,179,0,0,0,0,0,0,76,60,68,Stamina,12,Non-Wep,0,0,0,4,False
867,Scourgelord Handguards,50856,Hands,2461,81,0,148,0,54,0,0,0,0,71,0,0,Stamina,6,Non-Wep,0,0,0,4,False
868,Scourgelord Chestguard,50857,Chest,3590,144,0,191,0,0,0,0,0,0,0,60,76,Stamina,9,Non-Wep,0,0,0,4,False
869,Plague-Soaked Leather Leggings,50858,Legs,557,0,144,144,72,0,143,96,0,0,0,0,0,Haste Rating,8,Non-Wep,0,0,0,4,False
870,Cloak of Many Skins,50859,Back,169,72,0,108,0,0,0,0,0,0,45,37,42,Dodge Rating,4,Non-Wep,0,0,0,4,False
871,Castle Breaker's Battleplate,50965,Chest,2641,161,0,185,84,0,0,0,108,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
872,Cataclysmic Chestguard,50968,Chest,3817,123,0,207,0,0,0,0,0,82,108,0,0,Stamina,12,Non-Wep,0,0,0,4,False
873,Shadow Seeker's Tunic,50972,Chest,665,0,162,162,92,0,184,0,0,92,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
874,Gatecrasher's Gauntlets,50977,Hands,1650,121,0,137,80,0,0,0,64,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
875,Gauntlets of the Kraken,50978,Hands,2658,120,0,157,0,0,0,0,0,0,63,0,48,Stamina,9,Non-Wep,0,0,0,4,False
876,Cat Burglar's Grips,50982,Hands,416,0,120,120,80,0,129,0,64,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
877,Malevolent Girdle,50987,Waist,1485,121,0,137,83,60,0,0,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
878,Verdigris Chain Belt,50991,Waist,2143,120,0,157,0,0,0,0,0,0,63,0,63,Stamina,9,Non-Wep,0,0,0,4,False
879,Vengeful Noose,50995,Waist,374,0,120,120,0,0,129,64,80,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
880,Flesh-Shaper's Gurney Strap,51000,Waist,1421,106,0,122,0,55,0,0,71,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
881,Rotface's Rupturing Ring,51001,Finger,0,82,0,91,0,0,0,0,47,51,0,0,0,Armor Penetration Rating,4,Non-Wep,0,0,0,4,False
882,Taldron's Short-Sighted Helm,51002,Head,1148,0,87,113,76,0,255,0,68,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
883,Abomination Knuckles,51003,Main Hand,0,0,62,47,0,0,94,44,36,0,0,0,0,Stamina,0,Fist Weapon,427,642,2.60,4,False
884,The Facelifter,51010,One-Hand,0,44,0,92,0,0,0,0,0,36,41,0,41,Stamina,0,Sword,230,428,1.60,4,False
885,Infected Choker,51012,Neck,0,83,0,91,55,0,0,0,0,43,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
886,Discarded Bag of Entrails,51013,Head,517,0,136,97,0,0,202,80,88,0,0,0,0,Armor Penetration Rating,8,Non-Wep,0,0,0,4,False
887,Scalpel-Sharpening Shoulderguards,51014,Shoulder,1894,106,0,122,0,52,0,0,73,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
888,Shoulderpads of the Morbid Ritual,51015,Shoulder,1060,0,107,84,71,40,110,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
889,Soulbreaker,51021,One-Hand,0,0,62,47,43,0,94,38,0,0,0,0,0,Stamina,0,Sword,374,695,2.60,4,False
890,Hersir's Greatspear,51022,Two-Hand,0,0,97,109,0,53,287,0,109,0,0,0,0,Agility,6,Polearm,748,"1,123",3.50,4,False
891,Taldaram's Soft Slippers,51023,Feet,437,0,91,94,55,0,153,0,71,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
892,Thrice Fanged Signet,51024,Finger,0,83,0,91,45,0,0,53,0,0,0,0,0,Armor Penetration Rating,4,Non-Wep,0,0,0,4,False
893,Battle-Maiden's Legguards,51025,Legs,2210,140,0,164,0,0,0,96,0,72,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
894,Sanctified Scourgelord Shoulderplates,51125,Shoulder,1980,129,0,137,80,0,0,0,72,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
895,Sanctified Scourgelord Legplates,51126,Legs,2310,169,0,185,108,0,0,0,0,92,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
896,Sanctified Scourgelord Helmet,51127,Head,2145,161,0,185,100,0,0,0,92,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,False
897,Sanctified Scourgelord Gauntlets,51128,Hands,1650,129,0,137,80,72,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
898,Sanctified Scourgelord Battleplate,51129,Chest,2641,169,0,185,108,0,0,0,92,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
899,Sanctified Scourgelord Pauldrons,51130,Shoulder,1980,120,0,169,0,0,0,0,0,0,63,55,63,Stamina,6,Non-Wep,0,0,0,4,False
900,Sanctified Scourgelord Legguards,51131,Legs,2310,123,0,219,0,0,0,0,0,82,108,92,0,Stamina,9,Non-Wep,0,0,0,4,False
901,Sanctified Scourgelord Handguards,51132,Hands,2658,92,0,169,0,61,0,0,0,0,80,0,0,Stamina,6,Non-Wep,0,0,0,4,False
902,Sanctified Scourgelord Faceguard,51133,Head,2145,162,0,207,0,0,0,0,0,0,85,69,77,Stamina,12,Non-Wep,0,0,0,4,False
903,Sanctified Scourgelord Chestguard,51134,Chest,3831,162,0,219,0,0,0,0,0,0,0,69,85,Stamina,9,Non-Wep,0,0,0,4,False
904,Sanctified Scourgelord Chestguard,51305,Chest,4100,183,0,251,0,0,0,0,0,0,0,80,96,Stamina,9,Non-Wep,0,0,0,4,True
905,Sanctified Scourgelord Faceguard,51306,Head,2239,183,0,239,0,0,0,0,0,0,96,80,88,Stamina,12,Non-Wep,0,0,0,4,True
906,Sanctified Scourgelord Handguards,51307,Hands,2871,103,0,192,0,69,0,0,0,0,90,0,0,Stamina,6,Non-Wep,0,0,0,4,True
907,Sanctified Scourgelord Legguards,51308,Legs,2412,139,0,251,0,0,0,0,0,93,122,106,0,Stamina,9,Non-Wep,0,0,0,4,True
908,Sanctified Scourgelord Pauldrons,51309,Shoulder,2067,136,0,192,0,0,0,0,0,0,71,63,71,Stamina,6,Non-Wep,0,0,0,4,True
909,Sanctified Scourgelord Battleplate,51310,Chest,2756,193,0,209,122,0,0,0,106,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
910,Sanctified Scourgelord Gauntlets,51311,Hands,1723,147,0,155,90,82,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
911,Sanctified Scourgelord Helmet,51312,Head,2239,185,0,209,114,0,0,0,106,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,True
912,Sanctified Scourgelord Legplates,51313,Legs,2412,193,0,209,122,0,0,0,0,106,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
913,Sanctified Scourgelord Shoulderplates,51314,Shoulder,2067,147,0,155,90,0,0,0,82,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
914,Blood-Drinker's Girdle,51325,Waist,795,0,91,84,0,0,142,44,71,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
915,Wrathful Gladiator's Pendant of Sundering,51353,Neck,0,0,0,136,0,0,181,0,60,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
916,Wrathful Gladiator's Cloak of Triumph,51354,Back,177,0,0,136,60,0,181,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
917,Wrathful Gladiator's Pendant of Triumph,51355,Neck,0,0,0,136,60,0,181,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
918,Wrathful Gladiator's Cloak of Victory,51356,Back,177,0,0,136,0,60,181,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
919,Wrathful Gladiator's Pendant of Victory,51357,Neck,0,0,0,136,0,60,181,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
920,Wrathful Gladiator's Band of Triumph,51358,Finger,0,0,0,136,60,0,181,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
921,Wrathful Gladiator's Girdle of Triumph,51362,Waist,1485,112,0,181,72,0,0,0,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
922,Wrathful Gladiator's Greaves of Triumph,51363,Feet,1815,112,0,181,72,0,0,0,0,0,0,0,0,Resilience Rating,4,Non-Wep,0,0,0,4,False
923,Wrathful Gladiator's Bracers of Triumph,51364,Wrist,1155,90,0,136,60,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,4,False
924,Spaulders of the Blood Princes,51383,Shoulder,1894,74,0,136,0,66,0,0,0,0,77,0,45,Parry Rating,6,Non-Wep,0,0,0,4,False
925,Throatrender Handguards,51386,Hands,1579,106,0,122,0,71,0,55,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
926,Seal of the Twilight Queen,51387,Finger,0,0,72,70,45,0,114,53,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,4,False
927,Wrathful Gladiator's Dreadplate Gauntlets,51414,Hands,1684,119,0,191,77,0,50,0,0,0,0,0,0,Critical Strike Rating,4,Non-Wep,0,0,0,4,False
928,Wrathful Gladiator's Dreadplate Legguards,51416,Legs,2357,155,0,257,98,0,50,0,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
929,Collar of Haughty Disdain,51548,Neck,0,83,0,91,55,0,0,43,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
930,Ivory-Inlaid Leggings,51550,Legs,557,0,120,126,103,0,206,0,60,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,False
931,Veincrusher Gauntlets,51556,Hands,1579,76,0,136,0,0,0,0,0,62,71,55,0,Stamina,9,Non-Wep,0,0,0,4,False
932,Oxheart,51562,Two-Hand,0,148,0,164,95,0,0,0,0,76,0,0,0,Strength,6,Mace,748,"1,123",3.50,4,False
933,Taiga Bindings,51563,Wrist,1105,83,0,91,45,0,0,53,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,False
934,Ironrope Belt of Ymirjar,51564,Waist,1421,81,0,136,0,54,0,0,0,0,76,0,46,Stamina,9,Non-Wep,0,0,0,4,False
935,Skinned Whelp Shoulders,51565,Shoulder,477,0,91,81,55,0,162,0,71,0,0,0,0,Armor Penetration Rating,6,Non-Wep,0,0,0,4,False
936,Legguards of the Twisted Dream,51566,Legs,1237,0,120,113,84,81,167,0,0,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,4,False
937,Rimetooth Pendant,51779,Neck,0,0,80,70,45,0,98,0,53,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
938,Etched Dragonbone Girdle,51782,Waist,1421,106,0,122,76,0,0,0,0,46,0,0,0,Strength,6,Non-Wep,0,0,0,4,False
939,Vambraces of the Frost Wyrm Queen,51783,Wrist,278,0,80,70,53,0,98,45,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,False
940,Splintershard,51784,Off Hand,0,0,62,62,0,0,82,41,41,0,0,0,0,Stamina,0,Fist Weapon,215,401,1.50,4,False
941,Wyrmwing Treads,51785,Feet,972,0,91,84,54,44,162,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,False
